portion_replicate,portions
10.0% - #175,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #176,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #177,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #178,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #179,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #180,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #181,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #182,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #183,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #184,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #185,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #186,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #187,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #188,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #189,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #190,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #191,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #192,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #193,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #194,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #195,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #196,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #197,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #198,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #199,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #200,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #201,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #202,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #203,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #204,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #205,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #206,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #207,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #208,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #209,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #210,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #211,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #212,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #213,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #214,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #215,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #216,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #217,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #218,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #219,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #220,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #221,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #222,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #223,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #224,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #225,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #226,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #227,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #228,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #229,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #230,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #231,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #232,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #233,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #234,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #235,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #236,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #237,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #238,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #239,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #240,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #241,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #242,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #243,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #244,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #245,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #246,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #247,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #248,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #249,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #250,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #251,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #252,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #253,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #254,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #255,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #256,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #257,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #258,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #259,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #260,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #261,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #262,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #263,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #264,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #265,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #266,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #267,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #268,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #269,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #270,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #271,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #272,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #273,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #274,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #275,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #276,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #277,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #278,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #279,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #280,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #281,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #282,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #283,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #284,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #285,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #286,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #287,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #288,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #289,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #290,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #291,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #292,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #293,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #294,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #295,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #296,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #297,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
