portion_replicate,portions
10.0% - #70,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0]"
10.0% - #71,"[0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2]"
10.0% - #72,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3]"
10.0% - #73,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #74,"[0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0]"
10.0% - #75,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]"
10.0% - #76,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1]"
10.0% - #77,"[1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]"
10.0% - #78,"[0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0]"
10.0% - #79,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0]"
10.0% - #80,"[2, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0]"
10.0% - #81,"[0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1]"
10.0% - #82,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
10.0% - #83,"[0, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0]"
10.0% - #84,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]"
10.0% - #85,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0]"
10.0% - #86,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0]"
10.0% - #87,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1]"
10.0% - #88,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 1]"
10.0% - #89,"[1, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0]"
10.0% - #90,"[1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0]"
10.0% - #91,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0]"
10.0% - #92,"[0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
10.0% - #93,"[0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0]"
10.0% - #94,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 0]"
10.0% - #95,"[0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1]"
10.0% - #96,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0]"
10.0% - #97,"[1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0]"
10.0% - #98,"[1, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0]"
10.0% - #99,"[0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
10.0% - #100,"[0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1]"
10.0% - #101,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2]"
10.0% - #102,"[0, 0, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0]"
10.0% - #103,"[0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0]"
10.0% - #104,"[1, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0]"
10.0% - #105,"[0, 0, 0, 1, 0, 0, 1, 0, 4, 0, 0, 0]"
10.0% - #106,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2]"
10.0% - #107,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1]"
10.0% - #108,"[0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 2]"
10.0% - #109,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]"
10.0% - #110,"[0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
10.0% - #111,"[2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]"
10.0% - #112,"[2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0]"
10.0% - #113,"[0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0]"
10.0% - #114,"[0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2]"
10.0% - #115,"[0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 1]"
10.0% - #116,"[0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 1]"
10.0% - #117,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 1]"
10.0% - #118,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0]"
10.0% - #119,"[2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1]"
10.0% - #120,"[0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0]"
10.0% - #121,"[0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
10.0% - #122,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
10.0% - #123,"[0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 0]"
10.0% - #124,"[0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0]"
10.0% - #125,"[1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
10.0% - #126,"[2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1]"
10.0% - #127,"[0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0]"
10.0% - #128,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
10.0% - #129,"[1, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0]"
10.0% - #130,"[2, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
10.0% - #131,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0]"
10.0% - #132,"[1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
10.0% - #133,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]"
10.0% - #134,"[0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0]"
10.0% - #135,"[2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
10.0% - #136,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2]"
10.0% - #137,"[0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
10.0% - #138,"[0, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0]"
10.0% - #139,"[0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1]"
10.0% - #140,"[0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 1, 0]"
10.0% - #141,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
10.0% - #142,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 2]"
10.0% - #143,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0]"
10.0% - #144,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
10.0% - #145,"[0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]"
10.0% - #146,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2]"
10.0% - #147,"[1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]"
10.0% - #148,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3]"
10.0% - #149,"[0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0]"
10.0% - #150,"[2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0]"
10.0% - #151,"[0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0]"
10.0% - #152,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2]"
10.0% - #153,"[0, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]"
10.0% - #154,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0]"
10.0% - #155,"[0, 0, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0]"
10.0% - #156,"[1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
10.0% - #157,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]"
10.0% - #158,"[1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
10.0% - #159,"[0, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0]"
10.0% - #160,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3, 0]"
10.0% - #161,"[2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
10.0% - #162,"[2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
10.0% - #163,"[0, 0, 0, 3, 0, 1, 1, 0, 0, 1, 0, 0]"
10.0% - #164,"[0, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0]"
10.0% - #165,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
10.0% - #166,"[2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
10.0% - #167,"[0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0]"
10.0% - #168,"[0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0]"
10.0% - #169,"[1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0]"
10.0% - #170,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2]"
10.0% - #171,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
10.0% - #172,"[0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 2]"
10.0% - #173,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0]"
10.0% - #174,"[0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2]"
10.0% - #175,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]"
10.0% - #176,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 1]"
10.0% - #177,"[0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1]"
10.0% - #178,"[0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 1]"
10.0% - #179,"[1, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
10.0% - #180,"[0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0]"
10.0% - #181,"[1, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
10.0% - #182,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1]"
10.0% - #183,"[0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2]"
10.0% - #184,"[0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 2, 0]"
10.0% - #185,"[3, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
10.0% - #186,"[0, 1, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0]"
10.0% - #187,"[0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0]"
10.0% - #188,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]"
10.0% - #189,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
10.0% - #190,"[0, 1, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0]"
10.0% - #191,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
10.0% - #192,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 2]"
10.0% - #193,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1]"
10.0% - #194,"[0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0]"
10.0% - #195,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
10.0% - #196,"[2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
10.0% - #197,"[1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
10.0% - #198,"[0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0]"
10.0% - #199,"[1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #200,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
10.0% - #201,"[0, 0, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0]"
10.0% - #202,"[1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0]"
10.0% - #203,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1]"
10.0% - #204,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
10.0% - #205,"[0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1]"
10.0% - #206,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2]"
10.0% - #207,"[0, 2, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0]"
10.0% - #208,"[0, 0, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0]"
10.0% - #209,"[0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1]"
10.0% - #210,"[0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #211,"[0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 0]"
10.0% - #212,"[1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0]"
10.0% - #213,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3]"
10.0% - #214,"[1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]"
10.0% - #215,"[1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #216,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0]"
10.0% - #217,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]"
10.0% - #218,"[3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
10.0% - #219,"[3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
10.0% - #220,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 0]"
10.0% - #221,"[0, 1, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0]"
10.0% - #222,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0]"
10.0% - #223,"[0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
10.0% - #224,"[0, 2, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0]"
10.0% - #225,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]"
10.0% - #226,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0]"
10.0% - #227,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
10.0% - #228,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2]"
10.0% - #229,"[0, 0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0]"
10.0% - #230,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0]"
10.0% - #231,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #232,"[0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0]"
10.0% - #233,"[0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 1]"
10.0% - #234,"[1, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]"
10.0% - #235,"[2, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0]"
10.0% - #236,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]"
10.0% - #237,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
10.0% - #238,"[1, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
10.0% - #239,"[0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 0]"
10.0% - #240,"[1, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0]"
10.0% - #241,"[0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1]"
10.0% - #242,"[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 2]"
10.0% - #243,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]"
10.0% - #244,"[2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
10.0% - #245,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 3]"
10.0% - #246,"[1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1]"
10.0% - #247,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0]"
10.0% - #248,"[1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0]"
10.0% - #249,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
10.0% - #250,"[0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0]"
10.0% - #251,"[0, 0, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0]"
10.0% - #252,"[0, 2, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
10.0% - #253,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0]"
10.0% - #254,"[0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
10.0% - #255,"[1, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0]"
10.0% - #256,"[0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0]"
10.0% - #257,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1]"
10.0% - #258,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1]"
10.0% - #259,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #260,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3]"
10.0% - #261,"[2, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
10.0% - #262,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]"
10.0% - #263,"[0, 0, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0]"
10.0% - #264,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2]"
10.0% - #265,"[0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0]"
10.0% - #266,"[1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
10.0% - #267,"[0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1]"
10.0% - #268,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
10.0% - #269,"[0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0]"
10.0% - #270,"[3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
10.0% - #271,"[0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
10.0% - #272,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 2, 0]"
10.0% - #273,"[0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0]"
10.0% - #274,"[0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0]"
10.0% - #275,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2]"
10.0% - #276,"[0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0]"
10.0% - #277,"[2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
10.0% - #278,"[0, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1]"
10.0% - #279,"[0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 0, 0]"
10.0% - #280,"[0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0]"
10.0% - #281,"[1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0]"
10.0% - #282,"[0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0]"
10.0% - #283,"[0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 0]"
10.0% - #284,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 2, 1]"
10.0% - #285,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]"
10.0% - #286,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0]"
10.0% - #287,"[0, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0]"
10.0% - #288,"[2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]"
10.0% - #289,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1]"
10.0% - #290,"[0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 2, 0]"
10.0% - #291,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]"
10.0% - #292,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0]"
10.0% - #293,"[0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0]"
10.0% - #294,"[1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
10.0% - #295,"[4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
10.0% - #296,"[2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
10.0% - #297,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
