portion_replicate,portions
50.0% - #127,"[2, 0, 1, 5, 1, 5, 4, 1, 6, 0, 0, 3]"
50.0% - #128,"[1, 2, 1, 0, 1, 2, 0, 9, 5, 2, 3, 2]"
50.0% - #129,"[2, 0, 2, 4, 1, 3, 2, 7, 2, 4, 1, 0]"
50.0% - #130,"[0, 2, 2, 0, 2, 0, 4, 9, 1, 2, 2, 4]"
50.0% - #131,"[4, 0, 0, 6, 0, 2, 3, 1, 5, 1, 3, 3]"
50.0% - #132,"[0, 3, 0, 1, 2, 2, 0, 5, 6, 3, 2, 4]"
50.0% - #133,"[2, 2, 2, 4, 0, 4, 2, 3, 6, 2, 1, 0]"
50.0% - #134,"[2, 3, 0, 6, 0, 6, 3, 0, 2, 1, 3, 2]"
50.0% - #135,"[0, 1, 1, 4, 2, 4, 2, 0, 5, 4, 1, 4]"
50.0% - #136,"[4, 0, 0, 3, 0, 6, 3, 4, 2, 0, 3, 3]"
50.0% - #137,"[3, 1, 1, 3, 0, 1, 4, 3, 6, 1, 3, 2]"
50.0% - #138,"[2, 2, 1, 5, 1, 0, 4, 3, 3, 1, 3, 3]"
50.0% - #139,"[2, 3, 1, 3, 1, 5, 1, 6, 1, 1, 3, 1]"
50.0% - #140,"[0, 1, 1, 0, 2, 5, 4, 10, 2, 1, 2, 0]"
50.0% - #141,"[1, 2, 1, 1, 1, 0, 3, 6, 4, 4, 2, 3]"
50.0% - #142,"[4, 0, 2, 1, 2, 5, 4, 4, 1, 2, 2, 1]"
50.0% - #143,"[4, 1, 2, 2, 0, 2, 4, 7, 3, 1, 2, 0]"
50.0% - #144,"[4, 2, 1, 5, 0, 6, 4, 0, 2, 0, 3, 1]"
50.0% - #145,"[1, 1, 0, 7, 1, 3, 2, 7, 1, 0, 2, 3]"
50.0% - #146,"[2, 0, 1, 5, 2, 6, 2, 2, 6, 1, 0, 1]"
50.0% - #147,"[0, 2, 1, 2, 1, 2, 0, 10, 4, 1, 2, 3]"
50.0% - #148,"[2, 1, 1, 2, 1, 3, 4, 4, 6, 2, 2, 0]"
50.0% - #149,"[0, 3, 2, 1, 1, 4, 4, 9, 1, 0, 2, 1]"
50.0% - #150,"[3, 2, 2, 5, 1, 6, 0, 0, 3, 4, 2, 0]"
50.0% - #151,"[4, 2, 1, 4, 1, 4, 4, 1, 1, 1, 2, 3]"
50.0% - #152,"[4, 1, 2, 4, 1, 4, 1, 3, 2, 4, 2, 0]"
50.0% - #153,"[3, 1, 1, 2, 1, 1, 2, 4, 6, 1, 2, 4]"
50.0% - #154,"[1, 1, 2, 4, 2, 6, 1, 9, 2, 0, 0, 0]"
50.0% - #155,"[4, 3, 2, 5, 2, 1, 1, 6, 1, 0, 2, 1]"
50.0% - #156,"[0, 2, 1, 2, 0, 6, 2, 2, 5, 4, 1, 3]"
50.0% - #157,"[1, 2, 0, 7, 2, 4, 0, 9, 3, 0, 0, 0]"
50.0% - #158,"[0, 0, 0, 5, 1, 6, 4, 4, 0, 3, 1, 4]"
50.0% - #159,"[1, 2, 1, 5, 0, 2, 3, 2, 5, 3, 1, 3]"
50.0% - #160,"[0, 1, 1, 6, 0, 1, 2, 7, 3, 4, 0, 3]"
50.0% - #161,"[1, 3, 2, 7, 0, 0, 0, 3, 5, 2, 2, 3]"
50.0% - #162,"[3, 0, 1, 2, 0, 2, 3, 10, 4, 1, 1, 1]"
50.0% - #163,"[4, 3, 1, 4, 2, 5, 0, 6, 0, 3, 0, 0]"
50.0% - #164,"[1, 0, 0, 5, 2, 3, 0, 7, 4, 4, 0, 2]"
50.0% - #165,"[3, 3, 2, 4, 2, 3, 4, 0, 0, 3, 1, 3]"
50.0% - #166,"[3, 3, 2, 5, 1, 2, 1, 6, 0, 3, 1, 1]"
50.0% - #167,"[2, 3, 2, 6, 1, 5, 0, 4, 1, 2, 2, 0]"
50.0% - #168,"[2, 0, 1, 7, 2, 0, 0, 9, 3, 1, 3, 0]"
50.0% - #169,"[1, 2, 2, 4, 0, 4, 0, 9, 1, 2, 1, 2]"
50.0% - #170,"[4, 2, 0, 1, 1, 0, 2, 7, 4, 4, 2, 1]"
50.0% - #171,"[4, 2, 1, 6, 0, 4, 0, 6, 3, 2, 0, 0]"
50.0% - #172,"[2, 0, 2, 4, 2, 0, 3, 2, 5, 1, 3, 4]"
50.0% - #173,"[2, 3, 1, 6, 1, 2, 4, 3, 0, 4, 1, 1]"
50.0% - #174,"[1, 2, 0, 3, 0, 6, 4, 5, 2, 3, 1, 1]"
50.0% - #175,"[2, 0, 2, 3, 0, 6, 0, 8, 1, 3, 0, 3]"
50.0% - #176,"[0, 0, 1, 7, 1, 3, 4, 5, 1, 2, 1, 3]"
50.0% - #177,"[2, 0, 1, 4, 1, 5, 0, 10, 2, 0, 2, 1]"
50.0% - #178,"[0, 0, 2, 1, 1, 3, 0, 8, 5, 3, 2, 3]"
50.0% - #179,"[0, 0, 2, 0, 0, 4, 3, 9, 4, 2, 1, 3]"
50.0% - #180,"[2, 1, 1, 6, 1, 2, 4, 1, 3, 1, 3, 3]"
50.0% - #181,"[2, 3, 1, 7, 1, 1, 2, 4, 4, 0, 1, 2]"
50.0% - #182,"[3, 3, 2, 5, 0, 0, 0, 5, 3, 4, 2, 1]"
50.0% - #183,"[1, 3, 1, 3, 2, 4, 4, 2, 5, 1, 1, 1]"
50.0% - #184,"[0, 0, 1, 7, 0, 5, 0, 5, 2, 3, 1, 4]"
50.0% - #185,"[4, 0, 0, 4, 1, 0, 0, 9, 3, 2, 2, 3]"
50.0% - #186,"[0, 3, 1, 7, 1, 1, 0, 10, 1, 0, 2, 2]"
50.0% - #187,"[4, 0, 0, 3, 2, 3, 0, 3, 5, 1, 3, 4]"
50.0% - #188,"[3, 2, 1, 5, 1, 3, 2, 7, 1, 0, 1, 2]"
50.0% - #189,"[2, 1, 2, 7, 0, 4, 4, 2, 1, 0, 3, 2]"
50.0% - #190,"[3, 0, 2, 3, 2, 3, 0, 7, 1, 1, 2, 4]"
50.0% - #191,"[1, 3, 2, 3, 2, 2, 2, 3, 6, 0, 2, 2]"
50.0% - #192,"[2, 2, 0, 7, 1, 4, 4, 1, 2, 0, 1, 4]"
50.0% - #193,"[3, 1, 0, 5, 0, 6, 2, 2, 1, 2, 2, 4]"
50.0% - #194,"[3, 1, 2, 6, 2, 2, 1, 1, 0, 3, 3, 4]"
50.0% - #195,"[4, 0, 2, 7, 1, 4, 0, 4, 5, 1, 0, 0]"
50.0% - #196,"[1, 1, 0, 6, 0, 5, 3, 7, 0, 2, 2, 1]"
50.0% - #197,"[1, 2, 1, 3, 2, 3, 0, 3, 4, 4, 2, 3]"
50.0% - #198,"[4, 1, 2, 1, 1, 5, 1, 2, 2, 4, 3, 2]"
50.0% - #199,"[3, 0, 0, 5, 0, 4, 0, 0, 5, 4, 3, 4]"
50.0% - #200,"[2, 3, 2, 1, 0, 6, 3, 2, 3, 2, 0, 4]"
50.0% - #201,"[3, 1, 0, 7, 1, 0, 2, 2, 2, 3, 3, 4]"
50.0% - #202,"[4, 3, 2, 1, 1, 1, 2, 6, 0, 1, 3, 4]"
50.0% - #203,"[2, 2, 2, 6, 1, 1, 1, 6, 1, 2, 2, 2]"
50.0% - #204,"[3, 2, 1, 4, 2, 3, 3, 2, 0, 2, 3, 3]"
50.0% - #205,"[2, 0, 1, 3, 2, 3, 3, 3, 6, 3, 1, 1]"
50.0% - #206,"[3, 1, 2, 3, 2, 2, 1, 4, 3, 1, 2, 4]"
50.0% - #207,"[3, 1, 2, 5, 1, 1, 4, 8, 3, 0, 0, 0]"
50.0% - #208,"[0, 3, 2, 3, 0, 6, 3, 0, 6, 4, 0, 1]"
50.0% - #209,"[1, 1, 1, 7, 1, 5, 0, 0, 3, 4, 2, 3]"
50.0% - #210,"[2, 1, 0, 7, 2, 5, 3, 0, 4, 2, 2, 0]"
50.0% - #211,"[4, 0, 2, 2, 2, 0, 1, 6, 5, 3, 0, 3]"
50.0% - #212,"[3, 3, 0, 1, 1, 6, 3, 5, 3, 1, 0, 2]"
50.0% - #213,"[2, 3, 1, 4, 2, 1, 2, 5, 2, 2, 0, 4]"
50.0% - #214,"[1, 2, 2, 2, 1, 4, 2, 2, 4, 3, 3, 2]"
50.0% - #215,"[4, 2, 1, 7, 0, 0, 0, 8, 1, 1, 1, 3]"
50.0% - #216,"[2, 1, 2, 7, 2, 3, 0, 3, 5, 1, 1, 1]"
50.0% - #217,"[1, 2, 0, 4, 1, 3, 4, 5, 3, 4, 0, 1]"
50.0% - #218,"[2, 3, 2, 6, 0, 5, 2, 4, 0, 0, 0, 4]"
50.0% - #219,"[2, 2, 2, 6, 0, 0, 4, 1, 6, 1, 3, 1]"
50.0% - #220,"[0, 1, 0, 6, 1, 6, 2, 4, 5, 1, 0, 2]"
50.0% - #221,"[2, 3, 1, 5, 2, 2, 2, 0, 3, 1, 3, 4]"
50.0% - #222,"[3, 1, 0, 3, 1, 0, 1, 9, 1, 2, 3, 4]"
50.0% - #223,"[4, 2, 0, 2, 2, 0, 3, 3, 5, 4, 2, 1]"
50.0% - #224,"[1, 0, 1, 2, 0, 3, 0, 7, 3, 4, 3, 4]"
50.0% - #225,"[4, 2, 2, 4, 1, 1, 4, 1, 6, 1, 1, 1]"
50.0% - #226,"[0, 2, 2, 1, 1, 6, 0, 6, 4, 4, 0, 2]"
50.0% - #227,"[1, 2, 1, 0, 2, 5, 4, 6, 3, 1, 3, 0]"
50.0% - #228,"[2, 1, 2, 3, 0, 2, 4, 4, 6, 3, 1, 0]"
50.0% - #229,"[4, 1, 1, 1, 0, 6, 2, 4, 3, 0, 3, 3]"
50.0% - #230,"[3, 1, 2, 2, 2, 1, 2, 7, 2, 0, 2, 4]"
50.0% - #231,"[3, 2, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0]"
50.0% - #232,"[2, 3, 0, 5, 0, 4, 1, 5, 5, 0, 2, 1]"
50.0% - #233,"[2, 3, 2, 2, 0, 3, 4, 4, 3, 1, 3, 1]"
50.0% - #234,"[0, 3, 1, 6, 1, 5, 2, 1, 2, 4, 3, 0]"
50.0% - #235,"[3, 3, 2, 7, 0, 1, 2, 3, 3, 2, 0, 2]"
50.0% - #236,"[2, 2, 2, 3, 0, 2, 2, 9, 3, 2, 1, 0]"
50.0% - #237,"[3, 3, 0, 1, 1, 6, 0, 3, 2, 2, 3, 4]"
50.0% - #238,"[4, 0, 1, 3, 2, 6, 1, 8, 1, 1, 1, 0]"
50.0% - #239,"[2, 2, 1, 7, 1, 4, 0, 5, 2, 1, 2, 1]"
50.0% - #240,"[3, 3, 2, 6, 1, 6, 1, 2, 0, 1, 1, 2]"
50.0% - #241,"[2, 0, 2, 5, 0, 4, 4, 6, 3, 1, 0, 1]"
50.0% - #242,"[3, 1, 0, 3, 0, 2, 2, 10, 4, 0, 1, 2]"
50.0% - #243,"[3, 1, 1, 6, 1, 0, 3, 9, 2, 2, 0, 0]"
50.0% - #244,"[1, 2, 2, 0, 0, 4, 2, 9, 5, 2, 1, 0]"
50.0% - #245,"[1, 1, 2, 2, 0, 4, 2, 10, 0, 2, 3, 1]"
50.0% - #246,"[3, 0, 0, 5, 1, 6, 4, 0, 3, 0, 2, 4]"
50.0% - #247,"[2, 1, 1, 0, 0, 6, 4, 6, 4, 1, 3, 0]"
50.0% - #248,"[1, 0, 2, 4, 2, 0, 4, 6, 2, 3, 3, 1]"
50.0% - #249,"[0, 3, 2, 7, 0, 5, 4, 0, 4, 2, 1, 0]"
50.0% - #250,"[3, 2, 0, 5, 0, 6, 4, 1, 4, 0, 0, 3]"
50.0% - #251,"[0, 3, 2, 2, 1, 5, 1, 5, 1, 4, 3, 1]"
50.0% - #252,"[1, 0, 2, 3, 2, 3, 2, 3, 3, 3, 2, 4]"
50.0% - #253,"[0, 2, 1, 2, 2, 4, 2, 4, 2, 2, 3, 4]"
50.0% - #254,"[0, 1, 0, 6, 1, 1, 1, 8, 4, 2, 2, 2]"
50.0% - #255,"[2, 3, 1, 1, 2, 6, 4, 5, 0, 4, 0, 0]"
50.0% - #256,"[1, 0, 2, 2, 2, 3, 4, 5, 3, 2, 3, 1]"
50.0% - #257,"[0, 1, 1, 2, 0, 2, 3, 10, 1, 4, 1, 3]"
50.0% - #258,"[4, 3, 2, 1, 1, 4, 0, 4, 6, 1, 0, 2]"
50.0% - #259,"[4, 2, 1, 1, 0, 4, 0, 9, 0, 2, 3, 2]"
50.0% - #260,"[0, 2, 0, 1, 1, 6, 3, 8, 6, 0, 1, 0]"
50.0% - #261,"[3, 2, 0, 1, 1, 5, 4, 3, 2, 4, 2, 1]"
50.0% - #262,"[2, 0, 2, 5, 2, 3, 0, 1, 6, 3, 0, 4]"
50.0% - #263,"[1, 1, 2, 5, 0, 5, 3, 4, 1, 1, 2, 3]"
50.0% - #264,"[4, 2, 0, 2, 0, 6, 4, 4, 3, 0, 1, 2]"
50.0% - #265,"[1, 1, 1, 6, 2, 4, 4, 5, 2, 0, 1, 1]"
50.0% - #266,"[2, 3, 1, 6, 2, 1, 2, 3, 0, 4, 0, 4]"
50.0% - #267,"[1, 1, 0, 7, 0, 2, 4, 3, 2, 2, 2, 4]"
50.0% - #268,"[0, 3, 1, 1, 2, 3, 1, 3, 6, 3, 3, 2]"
50.0% - #269,"[4, 2, 0, 2, 1, 5, 1, 9, 0, 0, 0, 4]"
50.0% - #270,"[4, 2, 2, 1, 0, 1, 1, 10, 4, 3, 0, 0]"
50.0% - #271,"[4, 2, 1, 7, 0, 1, 0, 9, 0, 0, 2, 2]"
50.0% - #272,"[2, 0, 1, 7, 0, 2, 1, 5, 1, 3, 2, 4]"
50.0% - #273,"[2, 2, 0, 1, 0, 6, 2, 2, 4, 4, 2, 3]"
50.0% - #274,"[4, 3, 1, 0, 2, 0, 1, 5, 4, 4, 1, 3]"
50.0% - #275,"[2, 0, 1, 3, 1, 6, 3, 2, 5, 3, 2, 0]"
50.0% - #276,"[1, 3, 1, 1, 1, 2, 2, 8, 6, 0, 1, 2]"
50.0% - #277,"[0, 0, 0, 7, 2, 3, 4, 1, 3, 3, 2, 3]"
50.0% - #278,"[4, 3, 2, 3, 0, 4, 0, 9, 0, 2, 0, 1]"
50.0% - #279,"[3, 0, 1, 1, 1, 4, 2, 7, 4, 4, 1, 0]"
50.0% - #280,"[1, 0, 2, 3, 2, 3, 0, 4, 4, 3, 2, 4]"
50.0% - #281,"[2, 2, 1, 1, 0, 6, 4, 5, 6, 0, 1, 0]"
50.0% - #282,"[4, 0, 2, 6, 1, 4, 0, 1, 4, 2, 0, 4]"
50.0% - #283,"[0, 0, 0, 6, 2, 4, 2, 5, 5, 2, 0, 2]"
50.0% - #284,"[1, 1, 1, 2, 2, 4, 0, 7, 4, 2, 0, 4]"
50.0% - #285,"[1, 2, 1, 7, 2, 2, 3, 6, 1, 0, 0, 3]"
50.0% - #286,"[0, 2, 0, 2, 1, 3, 2, 8, 3, 2, 3, 2]"
50.0% - #287,"[0, 2, 1, 2, 1, 5, 4, 4, 0, 2, 3, 4]"
50.0% - #288,"[2, 1, 1, 6, 2, 4, 2, 5, 0, 0, 3, 2]"
50.0% - #289,"[3, 1, 0, 6, 1, 5, 2, 1, 0, 3, 2, 4]"
50.0% - #290,"[3, 3, 2, 1, 0, 2, 1, 5, 2, 4, 1, 4]"
50.0% - #291,"[2, 2, 0, 6, 1, 5, 0, 6, 5, 0, 0, 1]"
50.0% - #292,"[4, 0, 0, 1, 0, 3, 3, 7, 6, 2, 1, 1]"
50.0% - #293,"[2, 2, 0, 6, 2, 0, 2, 2, 5, 3, 3, 1]"
50.0% - #294,"[4, 2, 1, 2, 0, 4, 0, 7, 1, 2, 3, 2]"
50.0% - #295,"[3, 0, 2, 1, 2, 5, 3, 1, 6, 2, 1, 2]"
50.0% - #296,"[0, 3, 1, 6, 2, 0, 1, 2, 6, 3, 0, 4]"
50.0% - #297,"[1, 1, 1, 6, 2, 5, 0, 7, 1, 0, 3, 1]"
